	t	ID	x	y	z	vx	vy	vz	yaw	roll	pitch	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	12.8128	-0.3784	1.0821	0.1136	-0.5641	-0.4338	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	12.8129	-0.3785	1.0820	0.1255	-0.5589	-0.4299	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	12.8127	-0.3781	1.0821	0.1364	-0.5682	-0.4397	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	12.8128	-0.3786	1.0820	0.1228	-0.5650	-0.4355	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0675	-0.0313	0.0904	12.8101	-0.3754	1.0845	0.0713	-0.2998	-0.1387	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0902	12.8127	-0.3786	1.0820	0.1216	-0.5676	-0.4269	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	12.8121	-0.3786	1.0808	0.0901	-0.6280	-0.4807	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	12.8124	-0.3781	1.0813	0.0971	-0.5114	-0.3809	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	12.8128	-0.3784	1.0820	0.1307	-0.5624	-0.4382	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0316	0.0902	12.8130	-0.3787	1.0819	0.1209	-0.5832	-0.4424	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0000	0.0003	0.0001	0.0994	-0.5482	-0.4024	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0315	0.0902	0.0003	-0.0001	-0.0000	0.1203	-0.5744	-0.4364	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0000	-0.0004	0.0001	0.1224	-0.5631	-0.4179	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0002	0.0003	0.0002	0.1173	-0.5378	-0.4095	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	0.0029	-0.0035	-0.0032	0.1427	-0.6215	-0.5064	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0315	0.0902	0.0003	0.0004	0.0002	0.1086	-0.5325	-0.3997	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0006	0.0000	0.0013	0.1209	-0.5672	-0.4385	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0004	-0.0004	0.0006	0.1269	-0.5645	-0.4507	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0001	-0.0000	0.0002	0.0999	-0.5365	-0.4025	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0315	0.0902	0.0002	0.0002	0.0002	0.1215	-0.5769	-0.4452	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	-0.0000	-0.0000	0.0001	0.1001	-0.5324	-0.4117	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0315	0.0902	0.0001	0.0004	0.0002	0.0978	-0.5488	-0.4098	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0002	0.0004	0.0003	0.0993	-0.5541	-0.4021	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	-0.0005	0.0002	-0.0015	0.0930	-0.4533	-0.4016	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	-0.0004	0.0002	-0.0000	0.1108	-0.5205	-0.3812	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	-0.0005	-0.0002	-0.0008	0.1361	-0.6257	-0.4998	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	-0.0002	-0.0001	-0.0007	0.1106	-0.5186	-0.3979	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	-0.0000	0.0006	0.0004	0.1111	-0.5418	-0.4098	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0902	-0.0004	-0.0013	-0.0001	0.1995	-0.5488	-0.4143	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	-0.0013	0.0001	-0.0006	0.0756	-0.5946	-0.4098	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0900	-0.0005	-0.0007	-0.0018	0.1329	-0.6060	-0.4710	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	-0.0005	-0.0003	-0.0001	0.1212	-0.5716	-0.4327	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	-0.0006	-0.0002	-0.0002	0.0808	-0.6062	-0.4276	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	-0.0001	-0.0006	-0.0001	0.1322	-0.6010	-0.4775	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0675	-0.0313	0.0904	-0.0023	0.0035	0.0039	0.0652	-0.2289	-0.0771	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0000	0.0003	0.0006	0.0878	-0.5922	-0.4419	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0002	0.0003	0.0007	0.1274	-0.5545	-0.4421	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0315	0.0902	0.0004	-0.0005	-0.0003	0.1150	-0.5788	-0.4392	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	-0.0003	0.0011	-0.0012	0.1418	-0.5413	-0.4123	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0003	0.0007	0.0012	0.0694	-0.5830	-0.4142	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	0.0004	0.0002	0.0011	0.1323	-0.6334	-0.4846	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	-0.0005	0.0010	0.0000	0.0923	-0.5788	-0.4321	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	0.0007	0.0001	-0.0006	0.1141	-0.6096	-0.4780	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0004	0.0004	0.0015	0.1234	-0.5541	-0.4313	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	0.0022	-0.0036	-0.0044	0.1124	-0.6104	-0.4539	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	-0.0001	0.0004	-0.0003	0.1199	-0.5887	-0.4547	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0001	-0.0002	0.0002	0.1042	-0.5354	-0.3910	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	-0.0003	0.0002	0.0004	0.1178	-0.5340	-0.3951	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	0.0003	0.0002	-0.0001	0.1127	-0.5549	-0.4314	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0008	-0.0001	-0.0006	0.1087	-0.5225	-0.4127	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	-0.0005	0.0008	0.0005	0.1376	-0.5684	-0.4245	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0315	0.0902	0.0009	-0.0010	0.0001	0.1055	-0.5445	-0.4059	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0679	-0.0315	0.0902	0.0021	0.0007	0.0008	-0.0782	-0.4720	-0.2984	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0315	0.0902	0.0004	0.0002	-0.0000	0.1054	-0.5444	-0.4136	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0005	0.0006	0.0016	0.1125	-0.5335	-0.4220	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0002	-0.0006	0.0004	0.1316	-0.5748	-0.4397	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	-0.0001	0.0000	-0.0009	0.0850	-0.5272	-0.3969	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0315	0.0902	0.0004	0.0003	-0.0003	0.1105	-0.5325	-0.4126	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0680	-0.0314	0.0903	0.0032	0.0012	0.0024	-0.0305	-0.4442	-0.3297	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	-0.0007	0.0001	0.0004	0.0668	-0.5763	-0.3952	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	0.0001	0.0001	0.0006	0.0629	-0.5812	-0.3967	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	-0.0002	0.0001	-0.0004	0.1408	-0.5764	-0.4418	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	-0.0031	-0.0009	-0.0009	0.0747	-0.5899	-0.4092	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0315	0.0902	-0.0001	-0.0002	0.0002	0.1058	-0.5342	-0.3903	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0678	-0.0315	0.0902	0.0000	0.0003	-0.0001	0.0941	-0.5311	-0.4033	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	-0.0003	-0.0003	-0.0010	0.1166	-0.5366	-0.4113	
