	t	ID	x	y	z	vx	vy	vz	yaw	roll	pitch	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0317	0.0901	12.8123	-0.3803	1.0806	0.1930	-0.5855	-0.4557	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	12.8122	-0.3786	1.0813	0.0790	-0.5802	-0.4182	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	12.8124	-0.3788	1.0811	0.1190	-0.5450	-0.4111	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	12.8121	-0.3789	1.0808	0.0820	-0.5396	-0.4361	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	12.8129	-0.3794	1.0807	0.0882	-0.5605	-0.4056	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0902	12.8128	-0.3785	1.0820	0.1210	-0.5610	-0.4357	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	12.8125	-0.3786	1.0811	0.1113	-0.5329	-0.4100	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0900	12.8126	-0.3789	1.0803	0.1329	-0.6062	-0.4870	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	12.8118	-0.3788	1.0810	0.0916	-0.6519	-0.4612	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	12.8124	-0.3787	1.0810	0.1139	-0.5446	-0.4111	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0315	0.0901	-0.0004	0.0020	0.0008	0.0810	-0.6000	-0.4216	
-6277438562204192487878988888393020692503707483087375482269988814848.000000	10	1.0677	-0.0316	0.0901	0.0005	-0.0001	-0.0003	0.1208	-0.5461	-0.4109	
